"timestamp","paper_id","taxa","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id","entry"
2020-04-30 21:43:28,6948,"Birds","7","Taxonomic",NA,"Log10 of number of several (all) shorebirds",NA,"Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.04","Log 10 of number of tourists vs. Log10 of number of all shorebirds","Y_Zhang","7"
2020-04-30 22:49:45,471,"Birds","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Positive (beneficial)","TRUE","0.002","For migration, abundance: higher near than far in nine of nine comparisons across forest types and sampling periods, binomial test, P=0.002","M_Lei","1"
2020-04-30 22:49:48,471,"Birds","2","Taxonomic",NA,"Richness (number of species)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Positive (beneficial)","FALSE","0.25","For migration, richness: higher near than far in six of nine comparisons, P =0.25","M_Lei","2"
2020-04-30 22:49:49,471,"Birds","3","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Positive (beneficial)","FALSE","0.25","For residents, mean abundance at near sites was higher than at far sites in six of nine comparisons (binomial test, P= 0.25),","M_Lei","3"
2020-04-30 22:49:51,471,"Birds","4","Taxonomic",NA,"Richness (number of species)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Positive (beneficial)","TRUE","0.004","For residents, richness at near sites was higher in eight of nine comparisons (binomial test, P =0.004)","M_Lei","4"
2020-05-15 14:22:56,5844,"Fish","1","Taxonomic","","Richness (number of species)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.003","","E_Dean","1"
2020-05-15 14:23:58,5844,"Fish","2","Taxonomic",NA,"Evenness",NA,"Gamma (across all sites)","Month","Positive (beneficial)","TRUE","0.001","Examining distal driver effects (telecoupling metrics)","E_Dean","2"
2020-05-15 14:25:16,5844,"Fish","3","Taxonomic",NA,"average taxonomic distinctness (AvTD)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.001","Examining distal driver effects (telecoupling effects)","E_Dean","3"
2020-05-15 14:26:26,5844,"Fish","4","Taxonomic",NA,"variation in taxonomic distinctness (VarTD)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.005","Distal drivers (telecoupling effects)","E_Dean","4"
2020-05-15 14:28:28,5844,"Fish","5","Functional",NA,"all herbivores",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.001","Examining distal drivers (telecoupling drivers)","E_Dean","5"
2020-05-15 14:29:16,5844,"Fish","6","Functional",NA,"Non-target herbivores",NA,"Gamma (across all sites)","Month","Positive (beneficial)","TRUE","0.004","Examining distal drivers (telecoupling flow)","E_Dean","6"
2020-05-15 14:30:22,5844,"Fish","7","Functional",NA,"Piscivore",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.002","Examining distal drivers (telecoupling flows)","E_Dean","7"
2020-05-15 14:31:19,5844,"Fish","8","Functional",NA,"Non-target piscivore",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.005","Examining distal driver (telecoupling flow)","E_Dean","8"
2020-05-19 09:23:07,302,"Fish","1","Taxonomic","","Richness (number of species)","","Alpha (w/in site)","Day","Positive (beneficial)","TRUE","0.001","","X_Wu","1"
2020-05-19 09:23:58,302,"Fish","2","Taxonomic","","Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)","","Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.001","","X_Wu","2"
2020-05-19 09:24:55,302,"Fish","3","Taxonomic","","Evenness","","Alpha (w/in site)","Day","Unclear","FALSE","0.08","","X_Wu","3"
2020-05-19 09:25:48,302,"Fish","4","Taxonomic","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.001","","X_Wu","4"
2020-05-19 10:16:03,479,"Invertebrates","1","Taxonomic","","Richness (number of species)","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.02","Metazoa","X_Wu","1"
2020-05-19 10:18:22,479,"Invertebrates","2","Taxonomic","","Richness (number of species)","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.009","Arthropoda","X_Wu","2"
2020-05-19 10:19:08,479,"Invertebrates","3","","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","Alpha (w/in site)","Annual","Positive (beneficial)","TRUE","0.01","Annelida","X_Wu","3"
2020-05-19 10:20:04,479,"Invertebrates","4","Taxonomic","","Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.0005","","X_Wu","4"
2020-05-19 10:20:55,479,"Invertebrates","5","Taxonomic","","Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.03","Annelida","X_Wu","5"
2020-05-19 10:21:56,479,"Invertebrates","6","Taxonomic","","Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.008","Arthropoda","X_Wu","6"
2020-05-19 10:23:18,479,"Invertebrates","7","Taxonomic","","Richness (number of species)","","Beta (between pairs of sites)","Annual","Negative (detrimental)","TRUE","0.001","Metazoa","X_Wu","7"
2020-05-19 10:24:10,479,"Invertebrates","8","Taxonomic","","Richness (number of species)","","Beta (between pairs of sites)","Annual","Negative (detrimental)","TRUE","0.001","Annelida","X_Wu","8"
2020-05-19 10:24:59,479,"Invertebrates","9","Taxonomic","","Richness (number of species)","","Beta (between pairs of sites)","Annual","Positive (beneficial)","TRUE","0.001","Arthropoda","X_Wu","9"
2020-05-19 10:25:42,479,"Invertebrates","10","Taxonomic","","Richness (number of species)","","Beta (between pairs of sites)","Annual","Positive (beneficial)","TRUE","0.001","Nematoda","X_Wu","10"
2020-05-19 10:26:31,479,"Invertebrates","11","Taxonomic","","Richness (number of species)","","Gamma (across all sites)","Annual","Negative (detrimental)","FALSE","","Metazoa","X_Wu","11"
2020-05-19 10:27:58,479,"Invertebrates","12","Taxonomic","","Richness (number of species)","","Gamma (across all sites)","Annual","Negative (detrimental)","FALSE","","Annelida","X_Wu","12"
2020-05-19 10:29:03,479,"Invertebrates","13","Taxonomic","","Richness (number of species)","","Gamma (across all sites)","Annual","Negative (detrimental)","FALSE","","Arthropoda","X_Wu","13"
2020-05-19 10:29:50,479,"Invertebrates","14","Taxonomic","","Richness (number of species)","","Gamma (across all sites)","Annual","Positive (beneficial)","FALSE","","Nematoda","X_Wu","14"
2020-05-19 11:38:11,1368,"Invertebrates","1","Taxonomic","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","Alpha (w/in site)","Seasonal","Negative (detrimental)","Not evaluated","","","X_Wu","1"
2020-05-19 12:26:01,4257,"Invertebrates","1","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Negative (detrimental)","Not evaluated","","","X_Wu","1"
2020-05-19 20:22:28,5746,"Birds","1","Taxonomic","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","Alpha (w/in site)","Seasonal","Unclear","FALSE","","","X_Wu","1"
2020-05-19 20:23:12,5746,"Birds","2","Taxonomic","","Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)","","Alpha (w/in site)","Seasonal","Unclear","FALSE","0.56","","X_Wu","2"
2020-05-19 20:24:02,5746,"Birds","3","Taxonomic","","Richness (number of species)","","Alpha (w/in site)","Seasonal","Unclear","FALSE","0.08","","X_Wu","3"
2020-05-19 20:24:52,5746,"Birds","4","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","TRUE","0.007","","X_Wu","4"
2020-05-24 15:58:25,1366,"Fish","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.03","AbundanceAge1","A_Torres","1"
2020-05-24 15:59:03,1366,"Fish","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.002","AbundanceAge2","A_Torres","2"
2020-05-24 15:59:45,1366,"Fish","3","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","","","Alpha (w/in site)","Annual","Negative (detrimental)","FALSE","","AbundanceAge3","A_Torres","3"
2020-05-24 16:00:16,1366,"Fish","4","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","","","Alpha (w/in site)","Annual","Negative (detrimental)","FALSE","","AbundanceAge4","A_Torres","4"
2020-05-24 16:01:15,1366,"Fish","5","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","","","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.001","EggsLarvaeAbundance","A_Torres","5"
2020-05-25 17:27:48,3697,"Mammals","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.025","Sheep ranching has a negative impact on guanaco density","Y_Zhang","1"
2020-05-25 17:28:25,3697,"Mammals","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.047","Cattle ranching has a negative impact on guanaco density","Y_Zhang","2"
2020-05-25 23:02:43,6195,"Birds","1","Taxonomic","","Richness (number of species)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.001","forest conversion to oil palm cultivation may have eliminated 48–60% of bird species","M_Lei","1"
2020-05-25 23:28:47,3849,"Plants/trees/shrubs","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.001","Road has negative impact on total plant cover","Y_Zhang","1"
2020-05-25 23:30:08,3849,"Plants/trees/shrubs","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.001","Trail has negative impact on total plant cover","Y_Zhang","2"
2020-05-25 23:31:20,3849,"Plants/trees/shrubs","3","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","Road has postive impact on non-native species percentage","Y_Zhang","3"
2020-05-25 23:31:57,3849,"Plants/trees/shrubs","4","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","Trail has postive impact on non-native species percentage","Y_Zhang","4"
2020-05-25 23:32:58,3849,"Plants/trees/shrubs","5","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","Road has postive impact on simpson's diversity index","Y_Zhang","5"
2020-05-25 23:33:31,3849,"Plants/trees/shrubs","6","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","Trail has postive impact on simpson's diversity index","Y_Zhang","6"
2020-05-25 23:39:22,3247,"Plants/trees/shrubs","3247","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.001","Mean Shannon diversity","M_Lei","3247"
2020-05-25 23:39:24,3247,"Plants/trees/shrubs","2","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.001","Mean tree density (trees/ha)","M_Lei","2"
2020-05-25 23:39:27,3247,"Plants/trees/shrubs","1","Taxonomic",NA,"Richness (number of species)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.001","Mean tree richness (per site)","M_Lei","1"
2020-05-26 00:05:07,4445,"Birds","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.001","Road has negative impact on number of birds","Y_Zhang","1"
2020-05-26 00:05:55,4445,"Birds","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.001","Road has negative impact on bird species richness","Y_Zhang","2"
2020-05-26 00:06:38,4445,"Birds","3","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.002","Trail has negative impact on bird species richness","Y_Zhang","3"
2020-05-26 11:01:07,4209,"Plants/trees/shrubs","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Seasonal","Positive (beneficial)","FALSE","0.73","Tourists have postive impact on the invasive species of Poa annua abundance","Y_Zhang","1"
2020-05-26 11:01:56,4209,"Plants/trees/shrubs","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Seasonal","Positive (beneficial)","FALSE","0.76","Scientists have postive impact on the invasive species of Poa annua abundance","Y_Zhang","2"
2020-05-26 11:03:30,4209,"Plants/trees/shrubs","3","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Seasonal","Positive (beneficial)","TRUE","0.021","Soil disturbance (e.g. building) has postive impact on the invasive species of Poa annua abundance","Y_Zhang","3"
2020-05-28 14:19:57,2201,"Mammals","1","Functional",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Day","Neutral (only when there is absolutely no difference in metrics)","FALSE","","","A_Herzberger","1"
2020-05-28 14:22:29,2201,"Mammals","2","Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Day","Negative (detrimental)","TRUE","0","","A_Herzberger","2"
2020-05-28 14:22:57,2201,"Mammals","1","Functional",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Day","Negative (detrimental)","TRUE","0","","A_Herzberger","1"
2020-05-28 15:00:54,4509,"Mammals","1","Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.01","Bat species richness in caves impacted by human disturbance (incl. tourism) vs. non-impacted caves. ","K_Kapsar","1"
2020-05-28 16:52:06,5926,"Invertebrates","1","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Neutral (only when there is absolutely no difference in metrics)","Not evaluated","","the SIMPER analysis indicated that the dissimilarity [of meiofaunal communities] between the two samplings (29.6%) and between sites (on average 30.9  3.4%) were very low.","K_Kapsar","1"
2020-05-28 17:01:28,5926,"Invertebrates","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.05","Significant differences between the two samplings [of macrofauna] were found (ANOSIM, p < 0.05). The total abundance decreased more than 6 fold from December to July (Fig. 4B; on average 688  672 and 106  206 indm2 respectively),","K_Kapsar","2"
