"paper_id","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id.x","UID","hab","tc","biodiv_countries","list_countries","data_source_meta","data_source_biodiv","tele_cat","data_type_meta","data_type_biodiv","habitat","list_continents","coder_id.y","num_countries","scale_entire","meta_var_type","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","num_biodiv_metrics","list_biodiv_metrics","bd_continents","taxa","sig_effect","maj_eff"
292,2,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Seasonal","Positive (beneficial)","Not evaluated","","","A_Herzberger","292_2","Freshwater","Species Dispersal","BRA","BRA","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","introduction of Astyanax bimaculatus to a previous fishless lake after a mine opended","No","","Sub-national (within-country region)","4","species richness, abundance, community assemblage ","South America","Plants/Trees/Shrubs","Beneficial","Beneficial"
292,3,"Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Neutral (only when there is absolutely no difference in metrics)","TRUE","0.24","","A_Herzberger","292_3","Freshwater","Species Dispersal","BRA","BRA","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","introduction of Astyanax bimaculatus to a previous fishless lake after a mine opended","No","","Sub-national (within-country region)","4","species richness, abundance, community assemblage ","South America","Plants/Trees/Shrubs","Not significant or unclear","Beneficial"
292,4,"Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.005","","A_Herzberger","292_4","Freshwater","Species Dispersal","BRA","BRA","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","introduction of Astyanax bimaculatus to a previous fishless lake after a mine opended","No","","Sub-national (within-country region)","4","species richness, abundance, community assemblage ","South America","Plants/Trees/Shrubs","Changed","Beneficial"
4087,1,"Functional","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Annual","Unclear","Not evaluated","","","A_Herzberger","4087_1","Terrestrial;Freshwater","Knowledge Transfer","USA","USA","Primary","Primary","Knowledge Transfer","Field observations","Biological field observations","Terrestrial;Freshwater","North America","A_Herzberger","1","Sub-national ((within-country region)","Categorical","state conservation program","No","","Sub-national (within-country region)","1","bird density","North America","Birds","Not significant or unclear","Not significant or unclear"
6845,1,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.0127","Branching coral","X_Wu","6845_1","Marine","Tourism","PYF","PYF","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","Oceania","X_Wu","1","Sub-national ((within-country region)","Categorical","","No","","Sub-national (within-country region)","1","Species abundence","Oceania","Invertebrates","Harmful","Harmful"
6845,2,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.0001","Massive coral","X_Wu","6845_2","Marine","Tourism","PYF","PYF","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","Oceania","X_Wu","1","Sub-national ((within-country region)","Categorical","","No","","Sub-national (within-country region)","1","Species abundence","Oceania","Invertebrates","Harmful","Harmful"
713,1,"Functional",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Annual","Negative (detrimental)","TRUE","0.05","Dist_camp","M_Lei","713_1","Terrestrial","Tourism","NAM;BWA;ZAF","","Primary;Secondary","Primary;Secondary","Tourism","Other","Social science field observations;Aggregate institutional data","Terrestrial","Africa","M_Lei",NA,"Global (>100 countries)","Continuous","","No","","National","2","Large mammal richness and Abundance","Africa","Mammals","Harmful","Harmful"
5844,1,"Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.003","","E_Dean","5844_1","Marine","Trade","SLB","SLB","Secondary","Primary","Trade","Other","Biological field observations","Marine","Oceania","E_Dean",NA,"Sub-national (within-country region)","Continuous","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Yes","","Sub-national (within-country region)","8","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","Oceania","Fish","Harmful","Harmful"
5844,2,"Taxonomic",NA,"Evenness",NA,"Gamma (across all sites)","Month","Positive (beneficial)","TRUE","0.001","Examining distal driver effects (telecoupling metrics)","E_Dean","5844_2","Marine","Trade","SLB","SLB","Secondary","Primary","Trade","Other","Biological field observations","Marine","Oceania","E_Dean",NA,"Sub-national (within-country region)","Continuous","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Yes","","Sub-national (within-country region)","8","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","Oceania","Fish","Beneficial","Harmful"
5844,3,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.001","Examining distal driver effects (telecoupling effects)","E_Dean","5844_3","Marine","Trade","SLB","SLB","Secondary","Primary","Trade","Other","Biological field observations","Marine","Oceania","E_Dean",NA,"Sub-national (within-country region)","Continuous","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Yes","","Sub-national (within-country region)","8","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","Oceania","Fish","Harmful","Harmful"
5844,4,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.005","Distal drivers (telecoupling effects)","E_Dean","5844_4","Marine","Trade","SLB","SLB","Secondary","Primary","Trade","Other","Biological field observations","Marine","Oceania","E_Dean",NA,"Sub-national (within-country region)","Continuous","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Yes","","Sub-national (within-country region)","8","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","Oceania","Fish","Harmful","Harmful"
5844,5,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.001","Examining distal drivers (telecoupling drivers)","E_Dean","5844_5","Marine","Trade","SLB","SLB","Secondary","Primary","Trade","Other","Biological field observations","Marine","Oceania","E_Dean",NA,"Sub-national (within-country region)","Continuous","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Yes","","Sub-national (within-country region)","8","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","Oceania","Fish","Harmful","Harmful"
5844,6,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Month","Positive (beneficial)","TRUE","0.004","Examining distal drivers (telecoupling flow)","E_Dean","5844_6","Marine","Trade","SLB","SLB","Secondary","Primary","Trade","Other","Biological field observations","Marine","Oceania","E_Dean",NA,"Sub-national (within-country region)","Continuous","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Yes","","Sub-national (within-country region)","8","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","Oceania","Fish","Beneficial","Harmful"
